Domain name,Company name,Twitter,Facebook,lighthouse_metrics,contact_details,Domain_valid,Twitter_valid,Facebook_valid,twitter_details,security_score,response_time
florepi.com,Florepi,unknown,unknown,"{'mobile': {'performance': 0.42, 'accessibility': 0.96, 'best-practices': 0.96, 'seo': 0.92}, 'desktop': {'performance': 0.57, 'accessibility': 0.96, 'best-practices': 0.96, 'seo': 0.92}}","{'emails': {'florepi.accueil@florepi.fr', 'florepi.export@florepi.fr'}, 'phones': {'+33(0)3232579', '+33(0)323257948', '+33(0)323257949'}}",True,True,True,{},30,1.236767
gourgazaud.com,Château de Gourgazaud,unknown,chateaudegourgazaud,"{'mobile': {'performance': 0.88, 'accessibility': 0.87, 'best-practices': 1, 'seo': 1}, 'desktop': {'performance': 0.78, 'accessibility': 0.87, 'best-practices': 1, 'seo': 1}}","{'emails': {'contact@gourgazaud.com'}, 'phones': {'+33)0468781002', '+33)04687810'}}",True,True,True,{},45,0.32188
chateau-de-paraza.com,Château de Paraza,chateaudeparaza,chateaudeparaza,"{'mobile': {'performance': 0.25, 'accessibility': 0.73, 'best-practices': 0.57, 'seo': 0.92}, 'desktop': {'performance': 0.25, 'accessibility': 0.73, 'best-practices': 0.57, 'seo': 0.92}}","{'emails': {'chateaudeparaza@gmail.com'}, 'phones': {'+339643337', '+33964333743'}}",True,True,True,{},20,2.045602
petersclamhouse.com,Peter's Clam Bar,unknown,petersclamhouse,"{'mobile': {'performance': 0.18, 'accessibility': 0.86, 'best-practices': 0.57, 'seo': 0.77}, 'desktop': {'performance': 0.17, 'accessibility': 0.86, 'best-practices': 0.57, 'seo': 0.77}}","{'emails': set(), 'phones': {'516-432-0505', '516-432-0505600'}}",True,True,True,{},55,2.735681
jonqueresdoriola.fr,JONQUERES D'ORIOLA VIGNOBLES,unknown,jonqueresdoriolavignobles,"{'mobile': {'performance': 0.08, 'accessibility': 0.77, 'best-practices': 0.79, 'seo': 0.77}, 'desktop': {'performance': 0.14, 'accessibility': 0.77, 'best-practices': 0.79, 'seo': 0.85}}","{'emails': {'shop@jonqueresdoriola.fr', '22contact@jonqueresdoriola.fr', 'contact@jonqueresdoriola.fr'}, 'phones': {'2022-02-09', '2022-03-18', '2022-04-06', '+33(0)468227322/', '+33(0)4682273', '2022-03-17', '2022-02-13', '2022-03-13', '2022-03-26', '+33(0)468227322'}}",True,True,True,{},0,0.312465
zio-ge.ch,Zio,unknown,unknown,"{'mobile': {'performance': 0.3, 'accessibility': 0.68, 'best-practices': 0.79, 'seo': 0.92}, 'desktop': {'performance': 0.44, 'accessibility': 0.68, 'best-practices': 0.79, 'seo': 0.92}}","{'emails': set(), 'phones': {'+41(0)2279360', '+41(0)2232166', '+41(0)223463642', '+41(0)2234636', '+41(0)2270077', '+41(0)2277121', '+41(0)227007724', '+41(0)2278448', '+41(0)227844800', '+41(0)223463520', '+41(0)223216647', '+41(0)2234635', '+41(0)227936066', '+41(0)227712181'}}",True,True,True,{},45,0.386331
distillerie-vercors.com,Distillerie du Vercors,unknown,unknown,"{'mobile': {'performance': 0.3, 'accessibility': 0.86, 'best-practices': 0.79, 'seo': 1}, 'desktop': {'performance': 0.29, 'accessibility': 0.86, 'best-practices': 0.79, 'seo': 1}}","{'emails': {'info@distillerie-vercors.com'}, 'phones': {'0428420185'}}",True,True,True,{},0,1.93001
oscar-lespuces.com,OSCAR,oscarpuces,oscarlespuces,"{'mobile': {'performance': 0.34, 'accessibility': 0.61, 'best-practices': 0.93, 'seo': 0.85}, 'desktop': {'performance': 0.3, 'accessibility': 0.61, 'best-practices': 0.93, 'seo': 0.85}}","{'emails': set(), 'phones': {'0437570983', '0478429841'}}",True,True,True,{},25,1.325407
domaineloucapelan.com,Domaine Lou Capelan,unknown,unknown,"{'mobile': {'performance': 0.46, 'accessibility': 0.87, 'best-practices': 0.96, 'seo': 0.92}, 'desktop': {'performance': 0.49, 'accessibility': 0.87, 'best-practices': 0.96, 'seo': 0.85}}","{'emails': {'david@domaineloucapelan.com'}, 'phones': {'0950051100', '0698926593'}}",True,True,True,{},0,1.898278
domaine-la-garrigue.fr,Domaine La Garrigue,unknown,domaine-la-garrigue-2093785490687539,"{'mobile': {'performance': 0.84, 'accessibility': 0.96, 'best-practices': 1, 'seo': 1}, 'desktop': {'performance': 0.87, 'accessibility': 0.96, 'best-practices': 1, 'seo': 1}}","{'emails': set(), 'phones': {'+33(0)4906584', '+33(0)490658460'}}",True,True,False,{},25,0.474881
bertrand-henry-vigneron.fr,Bertrand Henry Vigneron,vigneron31,unknown,"{'mobile': {'performance': 0.35, 'accessibility': 0.96, 'best-practices': 0.75, 'seo': 0.92}, 'desktop': {'performance': 0.37, 'accessibility': 0.96, 'best-practices': 0.75, 'seo': 0.92}}","{'emails': set(), 'phones': set()}",True,True,True,"{'tweets': 25, 'following': 62, 'followers': 59, 'likes': 1, 'media': 0}",20,0.567733
maisondesvinsdecadillac.com,Maison des Vins de Cadillac,cadillacvins,maisondesvinsdecadillac,"{'mobile': {'performance': 0.4, 'accessibility': 0.81, 'best-practices': 1, 'seo': 0.92}, 'desktop': {'performance': 0.4, 'accessibility': 0.81, 'best-practices': 1, 'seo': 0.92}}","{'emails': set(), 'phones': {'0557981920'}}",True,True,True,{},20,0.495189
nellyglassmann.fr,Nelly Glassmann,nellyglassmann,unknown,"{'mobile': {'performance': 0.73, 'accessibility': 0.96, 'best-practices': 1, 'seo': 1}, 'desktop': {'performance': 0.71, 'accessibility': 0.96, 'best-practices': 1, 'seo': 1}}","{'emails': set(), 'phones': set()}",True,True,True,"{'tweets': 7238, 'following': 165, 'followers': 2130, 'likes': 1059, 'media': 0}",5,1.310871
domaine-sol-payre.com,Domaine Sol Payre,unknown,unknown,"{'mobile': {'performance': 0.42, 'accessibility': 0.81, 'best-practices': 0.96, 'seo': 0.77}, 'desktop': {'performance': 0.4, 'accessibility': 0.81, 'best-practices': 0.96, 'seo': 0.77}}","{'emails': {'contact@sol-payre.com'}, 'phones': {'0468221797'}}",True,True,True,{},20,1.625239
arton.fr,Château Arton,chateauarton,domaine.arton,"{'mobile': {'performance': 0.4, 'accessibility': 0.71, 'best-practices': 0.75, 'seo': 0.85}, 'desktop': {'performance': 0.42, 'accessibility': 0.71, 'best-practices': 0.75, 'seo': 0.85}}","{'emails': set(), 'phones': set()}",True,True,True,"{'tweets': 106, 'following': 519, 'followers': 91, 'likes': 37, 'media': 0}",0,0.230428
domaine-ventajol.com,EARL Ventajol,unknown,unknown,"{'mobile': {'performance': 0.39, 'accessibility': 0.79, 'best-practices': 0.61, 'seo': 0.85}, 'desktop': {'performance': 0.24, 'accessibility': 0.79, 'best-practices': 0.61, 'seo': 0.85}}","{'emails': set(), 'phones': {'0466393846', '0466394770'}}",True,True,True,{},0,0.7917
rhum-metiss.com,Rhum Métiss,rhummetiss,rhummetiss,"{'mobile': {'performance': 0.59, 'accessibility': 0.88, 'best-practices': 0.93, 'seo': 1}, 'desktop': {'performance': 0.58, 'accessibility': 0.88, 'best-practices': 0.93, 'seo': 1}}","{'emails': set(), 'phones': set()}",True,True,True,"{'tweets': 46, 'following': 114, 'followers': 29, 'likes': 9, 'media': 0}",80,0.352303
sledge.fr,SLEDGE,unknown,sledge.fr,"{'mobile': {'performance': 0.55, 'accessibility': 0.88, 'best-practices': 0.96, 'seo': 1}, 'desktop': {'performance': 0.57, 'accessibility': 0.88, 'best-practices': 0.96, 'seo': 1}}","{'emails': {'contact@sledge.frLes', 'contact@sledge.fr'}, 'phones': {'09.82.57.44', '09.82.57.44.82', '0982574482'}}",True,True,True,{},30,0.579606
lecarredesdelices.com,Le Carré Des Délices,unknown,unknown,"{'mobile': {'performance': 0.95, 'accessibility': 0.85, 'best-practices': 0.96, 'seo': 0.85}, 'desktop': {'performance': 0.59, 'accessibility': 0.85, 'best-practices': 0.96, 'seo': 0.92}}","{'emails': {'accueil@lecarredesdelices.com'}, 'phones': {'0251123844'}}",True,True,True,{},5,0.892768
aildromois.com,L'Ail Drômois,unknown,unknown,"{'mobile': {'performance': 0.49, 'accessibility': 0.85, 'best-practices': 0.79, 'seo': 0.92}, 'desktop': {'performance': 0.51, 'accessibility': 0.85, 'best-practices': 0.79, 'seo': 0.92}}","{'emails': set(), 'phones': {'+33475251018'}}",True,True,True,{},0,2.753628
les3tomates.com,TroisTomates,unknown,unknown,"{'mobile': {'performance': 0.39, 'accessibility': 0.97, 'best-practices': 0.79, 'seo': 0.92}, 'desktop': {'performance': 0.45, 'accessibility': 0.97, 'best-practices': 0.79, 'seo': 0.92}}","{'emails': set(), 'phones': set()}",True,True,True,{},0,0.097046
melazic.com,Royaume MELAZIC,unknown,royaume.melazic,"{'mobile': {'performance': 0.31, 'accessibility': 0.91, 'best-practices': 1, 'seo': 0.92}, 'desktop': {'performance': 0.36, 'accessibility': 0.91, 'best-practices': 1, 'seo': 0.92}}","{'emails': set(), 'phones': {'+41216248079', '07.12.2023', '18.12.2023', '23.04.2024', '+412162480'}}",True,True,True,{},45,1.336539
blanville.com,Blanville,unknown,vinsblanville,"{'mobile': {'performance': 0.46, 'accessibility': 0.87, 'best-practices': 0.57, 'seo': 1}, 'desktop': {'performance': 0.43, 'accessibility': 0.87, 'best-practices': 0.57, 'seo': 1}}","{'emails': set(), 'phones': set()}",True,True,True,{},45,1.148175
mas-baux.com,Le Mas Baux,unknown,masbaux,"{'mobile': {'performance': 0.1, 'accessibility': 0.76, 'best-practices': 0.75, 'seo': 0.92}, 'desktop': {'performance': 0.12, 'accessibility': 0.76, 'best-practices': 0.75, 'seo': 0.92}}","{'emails': {'contact@mas-baux.com'}, 'phones': {'33(0)4688025', '33(0)468802504'}}",True,True,True,{},20,3.897218
domainedesferaud.com,Domaine des Féraud,unknown,unknown,"{'mobile': {'performance': 0.64, 'accessibility': 0.83, 'best-practices': 0.75, 'seo': 0.92}, 'desktop': {'performance': 0.72, 'accessibility': 0.83, 'best-practices': 0.75, 'seo': 0.92}}","{'emails': {'info@domainedesferaud.com'}, 'phones': {'0494730312'}}",True,True,True,{},0,0.082704
caveau-bugiste.fr,Tourisme en Bugey,unknown,le-caveau-bugiste-251994588150314,"{'mobile': {'performance': 0.36, 'accessibility': 0.82, 'best-practices': 0.75, 'seo': 0.92}, 'desktop': {'performance': 0.38, 'accessibility': 0.82, 'best-practices': 0.75, 'seo': 0.92}}","{'emails': set(), 'phones': {'0479879232'}}",True,True,False,{},5,1.79488
comptoirsaintsebastien.com,Comptoir St,comptoirnevers,comptoirsaintsebastien,"{'mobile': {'performance': 0.4, 'accessibility': 0.71, 'best-practices': 0.79, 'seo': 1}, 'desktop': {'performance': 0.49, 'accessibility': 0.71, 'best-practices': 0.79, 'seo': 1}}","{'emails': {'contact@comptoirsaintsebastien.com'}, 'phones': {'0386362644'}}",True,True,True,{},45,2.552899
champagne-egrot.com,Champagne EGROT et Filles,champagneegrot,champagne-egrot-et-filles-1698421670389903,"{'mobile': {'performance': 0.95, 'accessibility': 0.82, 'best-practices': 1, 'seo': 0.92}, 'desktop': {'performance': 0.96, 'accessibility': 0.82, 'best-practices': 1, 'seo': 0.92}}","{'emails': {'info@champagne-egrot.com'}, 'phones': {'+33(0)982515050'}}",True,True,False,"{'tweets': 36, 'following': 74, 'followers': 27, 'likes': 17, 'media': 0}",30,0.436993
grand-bois.com,Le Domaine du Grand Bois,unknown,ledomainedugrandbois,"{'mobile': {'performance': 0.59, 'accessibility': 0.56, 'best-practices': 0.93, 'seo': 0.82}, 'desktop': {'performance': 0.59, 'accessibility': 0.56, 'best-practices': 0.93, 'seo': 0.82}}","{'emails': {'grand-cerf@capfun.com'}, 'phones': {'0386210921', '05/06/202418', '27/08/2022', '13/08/2022', '07/08/2022', '21/08/2022', '14/08/2022', '06/08/2022'}}",True,True,True,{},0,1.56907
jeantaine.fr,JEANTAINE,unknown,latelier-jeantaine-1067488459933762,"{'mobile': {'performance': 0.47, 'accessibility': 0.96, 'best-practices': 1, 'seo': 0.85}, 'desktop': {'performance': 0.57, 'accessibility': 0.96, 'best-practices': 1, 'seo': 0.85}}","{'emails': {'contact@jeantaine.fr'}, 'phones': {'0243289696'}}",True,True,False,{},0,2.757633
levindesalpes.fr,Le vin des Alpes,levindesalpes,levindesalpes,"{'mobile': {'performance': 0.55, 'accessibility': 0.73, 'best-practices': 0.96, 'seo': 1}, 'desktop': {'performance': 0.56, 'accessibility': 0.73, 'best-practices': 0.96, 'seo': 1}}","{'emails': set(), 'phones': {'0476430439'}}",True,True,True,"{'tweets': 356, 'following': 131, 'followers': 137, 'likes': 48, 'media': 0}",50,1.24324
dpsmarket.com,DPS Market,unknown,dpsmarket,"{'mobile': {'performance': 0.09, 'accessibility': 0.84, 'best-practices': 0.93, 'seo': 0.85}, 'desktop': {'performance': 0.11, 'accessibility': 0.84, 'best-practices': 0.93, 'seo': 0.85}}","{'emails': set(), 'phones': {'0147994799'}}",True,True,True,{},30,1.029614
sortiesanantes.com,Sortiesanantes,sortiesanantes,sortiesanantes,"{'mobile': {'performance': 0.21, 'accessibility': 0.78, 'best-practices': 1, 'seo': 0.85}, 'desktop': {'performance': 0.18, 'accessibility': 0.82, 'best-practices': 1, 'seo': 0.85}}","{'emails': set(), 'phones': set()}",True,True,True,"{'tweets': 2090, 'following': 180, 'followers': 586, 'likes': 957, 'media': 0}",25,0.81571
laconserverielocale.fr,La Conserverie Locale,unknown,laconserverielocale,"{'mobile': {'performance': 0.35, 'accessibility': 0.93, 'best-practices': 0.75, 'seo': 0.77}, 'desktop': {'performance': 0.37, 'accessibility': 0.93, 'best-practices': 0.79, 'seo': 0.77}}","{'emails': set(), 'phones': set()}",True,True,True,{},25,3.669788
fadnord.dk,Fadnord,unknown,fadnord,"{'mobile': {'performance': 0.55, 'accessibility': 0.83, 'best-practices': 0.96, 'seo': 0.92}, 'desktop': {'performance': 0.59, 'accessibility': 0.83, 'best-practices': 0.96, 'seo': 0.92}}","{'emails': {'kontor@fadnord.dk'}, 'phones': {'10.00-22.00', '09.0000,00'}}",True,True,True,{},0,0.418539
cidre-kerne.bzh,Cidrerie Kerné,unknown,cidrekerne,"{'mobile': {'performance': 0.86, 'accessibility': 0.83, 'best-practices': 0.93, 'seo': 0.85}, 'desktop': {'performance': 0.79, 'accessibility': 0.83, 'best-practices': 0.93, 'seo': 0.85}}","{'emails': set(), 'phones': {'(2005,2006,2020,2023)', '0298544186'}}",True,True,True,{},20,0.409356
recettesdunecretoise.fr,Recettes d'une crétoise,unknown,recettesdunecretoise,"{'mobile': {'performance': 0.5, 'accessibility': 0.79, 'best-practices': 1, 'seo': 1}, 'desktop': {'performance': 0.51, 'accessibility': 0.79, 'best-practices': 1, 'seo': 1}}","{'emails': set(), 'phones': set()}",True,True,True,{},25,0.184755
mamayoka.fr,Mam'Ayoka,mam_ayoka,mamayoka,"{'mobile': {'performance': 0.19, 'accessibility': 0.9, 'best-practices': 1, 'seo': 0.92}, 'desktop': {'performance': 0.34, 'accessibility': 0.9, 'best-practices': 1, 'seo': 0.92}}","{'emails': {'acontact@mamayoka.comCommandes', 'contact@mamayoka.com'}, 'phones': set()}",True,True,True,{},25,5.111827
recreacakes.com,,unknown,recrea-cakes-496712550497133,unknown,"{'emails': set(), 'phones': set()}",True,True,False,{},20,0.564214
nousantigaspi.com,NOUS anti-gaspi,unknown,nousantigaspi,"{'mobile': {'performance': 0.36, 'accessibility': 0.83, 'best-practices': 0.54, 'seo': 1}, 'desktop': {'performance': 0.37, 'accessibility': 0.83, 'best-practices': 0.54, 'seo': 1}}","{'emails': set(), 'phones': set()}",True,True,True,{},35,1.00441
lamaisondelamarine.com,,unknown,unknown,unknown,"{'emails': set(), 'phones': set()}",True,True,True,{},0,1.020139
chimie-produits-industriels.fr,Pistolet de nettoyage automobile,unknown,unknown,"{'mobile': {'performance': 0.39, 'accessibility': 0.83, 'best-practices': 0.79, 'seo': 0.92}, 'desktop': {'performance': 0.42, 'accessibility': 0.83, 'best-practices': 0.79, 'seo': 0.92}}","{'emails': set(), 'phones': {'+33(0)558068273', '2021115.00', '+33(0)5580682'}}",True,True,True,{},20,1.227108
chaidubaron.ch,Chai du Baron,unknown,chaidubaron,"{'mobile': {'performance': 0.04, 'accessibility': 0.91, 'best-practices': 0.75, 'seo': 0.92}, 'desktop': {'performance': 0.06, 'accessibility': 0.91, 'best-practices': 0.75, 'seo': 0.85}}","{'emails': {'chai@chaidubaron.ch'}, 'phones': {'2-11.10.2020', '+41272034061', '30.11.2019-01.12.2019', '30.11.2019-01.12', '+41272034060'}}",True,True,True,{},0,2.230079
elsafrenchteacher.com,Elsa French Teacher,unknown,unknown,"{'mobile': {'performance': 0.21, 'accessibility': 0.9, 'best-practices': 0.96, 'seo': 0.92}, 'desktop': {'performance': 0.26, 'accessibility': 0.9, 'best-practices': 0.96, 'seo': 0.92}}","{'emails': set(), 'phones': set()}",True,True,True,{},0,0.186314
bozarrestaurant.be,Bozar Restaurant,unknown,bozarrestaurant,"{'mobile': {'performance': 0.55, 'accessibility': 0.95, 'best-practices': 0.96, 'seo': 0.92}, 'desktop': {'performance': 0.53, 'accessibility': 0.95, 'best-practices': 0.96, 'seo': 0.92}}","{'emails': {'info@bozarrestaurant.be'}, 'phones': {'02/503.00.00'}}",True,True,True,{},55,0.179182
seayouson.com,SeaYouSon,seayouson,seayouson,"{'mobile': {'performance': 0.66, 'accessibility': 0.91, 'best-practices': 0.79, 'seo': 1}, 'desktop': {'performance': 0.6, 'accessibility': 0.91, 'best-practices': 0.79, 'seo': 1}}","{'emails': set(), 'phones': set()}",True,True,True,"{'tweets': 378, 'following': 43, 'followers': 45, 'likes': 28, 'media': 0}",30,0.418717
famileat.fr,FamilEat,unknown,unknown,"{'mobile': {'performance': 0.44, 'accessibility': 0.81, 'best-practices': 0.93, 'seo': 0.85}, 'desktop': {'performance': 0.38, 'accessibility': 0.81, 'best-practices': 0.93, 'seo': 0.85}}","{'emails': {'contact@famileat.fr'}, 'phones': {'0189710975'}}",True,True,True,{},0,0.240185
brasserie-du-tichemont.com,Brasserie du Tichemont,unknown,brasseriedutichemont,unknown,"{'emails': set(), 'phones': set()}",True,True,True,{},10,0.242904
eden-houlgate.com,Houlgate,unknown,unknown,"{'mobile': {'performance': 0.5, 'accessibility': 0.91, 'best-practices': 0.79, 'seo': 0.92}, 'desktop': {'performance': 0.63, 'accessibility': 0.91, 'best-practices': 0.79, 'seo': 0.92}}","{'emails': set(), 'phones': {'0231248437'}}",True,True,True,{},20,0.84986
lorgeril.wine,Lorgeril,lorgeril,lorgeril,"{'mobile': {'performance': 0.57, 'accessibility': 0.79, 'best-practices': 0.71, 'seo': 0.85}, 'desktop': {'performance': 0.59, 'accessibility': 0.79, 'best-practices': 0.71, 'seo': 0.85}}","{'emails': set(), 'phones': set()}",True,True,True,{},25,1.758265
nougats-silvain.fr,Nougats Silvain,unknown,nougatsilvain,"{'mobile': {'performance': 0.43, 'accessibility': 0.85, 'best-practices': 1, 'seo': 0.92}, 'desktop': {'performance': 0.47, 'accessibility': 0.85, 'best-practices': 1, 'seo': 0.92}}","{'emails': set(), 'phones': {'0490660957'}}",True,True,True,{},50,0.250296
owoxa.com,: Owoxa,unknown,owoxa,"{'mobile': {'performance': 0.62, 'accessibility': 0.89, 'best-practices': 1, 'seo': 1}, 'desktop': {'performance': 0.63, 'accessibility': 0.89, 'best-practices': 1, 'seo': 1}}","{'emails': {'contact@owoxa.com'}, 'phones': {'0688486817', '82402855900022', '2011-2024-', '201,38380,'}}",True,True,True,{},5,0.196883
gentlemen1919.com,Gentlemen 1919,unknown,gentlemen1919,"{'mobile': {'performance': 0.7, 'accessibility': 0.95, 'best-practices': 0.93, 'seo': 1}, 'desktop': {'performance': 0.71, 'accessibility': 0.95, 'best-practices': 0.93, 'seo': 1}}","{'emails': {'info@gentlemen1919.com'}, 'phones': {'014289425911'}}",True,True,True,{},30,0.397251
lesvinsdardeche.com,LES VINS D'ARDECHE,lesvinsardeche,unknown,"{'mobile': {'performance': 0.53, 'accessibility': 0.8, 'best-practices': 0.93, 'seo': 0.85}, 'desktop': {'performance': 0.5, 'accessibility': 0.8, 'best-practices': 0.93, 'seo': 0.85}}","{'emails': set(), 'phones': set()}",True,True,True,"{'tweets': 859, 'following': 168, 'followers': 495, 'likes': 1234, 'media': 0}",0,0.865661
voisins-voisines-grand-paris.fr,Voisins Voisines Grand Paris,unknown,unknown,"{'mobile': {'performance': 0.54, 'accessibility': 0.89, 'best-practices': 0.96, 'seo': 0.83}, 'desktop': {'performance': 0.55, 'accessibility': 0.89, 'best-practices': 0.96, 'seo': 0.83}}","{'emails': set(), 'phones': set()}",True,True,True,{},0,2.056869
grafparis.com,Graf Paris,unknown,unknown,"{'mobile': {'performance': 0.43, 'accessibility': 0.75, 'best-practices': 1, 'seo': 0.85}, 'desktop': {'performance': 0.54, 'accessibility': 0.75, 'best-practices': 1, 'seo': 0.85}}","{'emails': {'rendez-vousboutique@grafparis.fr'}, 'phones': set()}",True,True,True,{},0,0.945504
jevaisvouscuisiner.com,Je vais vous cuisiner,unknown,unknown,"{'mobile': {'performance': 0.37, 'accessibility': 0.85, 'best-practices': 0.96, 'seo': 1}, 'desktop': {'performance': 0.37, 'accessibility': 0.85, 'best-practices': 0.96, 'seo': 1}}","{'emails': {'30leila@desmetsetdesmots.com'}, 'phones': {'+33662868530'}}",True,True,True,{},45,1.5328
mets-de-provence.fr,"Les Mets de Provence, spécialités provençales",unknown,metsdeprovenceofficiel,"{'mobile': {'performance': 0.57, 'accessibility': 0.73, 'best-practices': 0.96, 'seo': 0.92}, 'desktop': {'performance': 0.59, 'accessibility': 0.73, 'best-practices': 0.96, 'seo': 0.92}}","{'emails': set(), 'phones': set()}",True,True,True,{},30,0.980722
biereb06.fr,B06,unknown,unknown,"{'mobile': {'performance': 0.47, 'accessibility': 0.83, 'best-practices': 0.96, 'seo': 0.92}, 'desktop': {'performance': 0.5, 'accessibility': 0.83, 'best-practices': 0.96, 'seo': 0.92}}","{'emails': set(), 'phones': set()}",True,True,True,{},0,3.13883
thierrymarxlaboulangerie.com,La Boulangerie,unknown,thierry-marx-la-boulangerie-1701588783448419,"{'mobile': {'performance': 0.53, 'accessibility': 0.8, 'best-practices': 1, 'seo': 0.92}, 'desktop': {'performance': 0.51, 'accessibility': 0.8, 'best-practices': 1, 'seo': 0.92}}","{'emails': set(), 'phones': set()}",True,True,False,{},20,1.300109
beaujolaisvert.com,Beaujolais Vert,beaujolaisvert,beaujolaisverttourisme,"{'mobile': {'performance': 0.26, 'accessibility': 0.93, 'best-practices': 0.96, 'seo': 1}, 'desktop': {'performance': 0.27, 'accessibility': 0.9, 'best-practices': 0.96, 'seo': 0.92}}","{'emails': {'accueil@beaujolaisvert.comwww.beaujolaisvert.com', 'accueil@beaujolaisvert.com'}, 'phones': {'0474895803'}}",True,True,True,"{'tweets': 101, 'following': 143, 'followers': 225, 'likes': 54, 'media': 0}",70,0.556467
lekinghall.com,King Hall,unknown,unknown,"{'mobile': {'performance': 0.6, 'accessibility': 0.96, 'best-practices': 0.79, 'seo': 1}, 'desktop': {'performance': 0.53, 'accessibility': 0.96, 'best-practices': 0.79, 'seo': 1}}","{'emails': {'info@kinghall.com', '822-4360info@kinghall.comSuivez', '822-4360info@kinghall.com'}, 'phones': {'819822-4360'}}",True,True,True,{},50,0.388619
lesrivesdugange.be,Les Rives Du Gange,unknown,unknown,"{'mobile': {'performance': 0.35, 'accessibility': 0.77, 'best-practices': 1, 'seo': 0.77}, 'desktop': {'performance': 0.26, 'accessibility': 0.77, 'best-practices': 1, 'seo': 0.77}}","{'emails': set(), 'phones': set()}",True,True,True,{},0,0.239463
souvlakibar.ca,Souvlaki Bar,barsouvlaki,unknown,"{'mobile': {'performance': 0.15, 'accessibility': 0.87, 'best-practices': 0.75, 'seo': 0.92}, 'desktop': {'performance': 0.29, 'accessibility': 0.87, 'best-practices': 0.75, 'seo': 0.92}}","{'emails': set(), 'phones': set()}",True,True,True,"{'tweets': 9, 'following': 40, 'followers': 30, 'likes': 0, 'media': 0}",50,1.170247
seblartisanculinaire.com,SEb L'artisan culinaire,unknown,unknown,"{'mobile': {'performance': 0.46, 'accessibility': 0.85, 'best-practices': 0.96, 'seo': 0.92}, 'desktop': {'performance': 0.51, 'accessibility': 0.85, 'best-practices': 0.96, 'seo': 0.92}}","{'emails': set(), 'phones': {'819.681.0021', '819.429.6991'}}",True,True,True,{},0,1.049793
glaces-scaramouche.com,Scaramouche,scaramouche_ice,scaramoucheartisanglacier,"{'mobile': {'performance': 0.55, 'accessibility': 0.84, 'best-practices': 0.96, 'seo': 1}, 'desktop': {'performance': 0.56, 'accessibility': 0.84, 'best-practices': 0.96, 'seo': 0.92}}","{'emails': {'contact@glaces-scaramouche.com'}, 'phones': {'0980429582'}}",True,True,True,"{'tweets': 679, 'following': 2, 'followers': 31, 'likes': 10, 'media': 0}",0,1.050482
sleepybearcoffee.ch,Sleepy Bear Coffee Shop,unknown,sleepybearcoffee,"{'mobile': {'performance': 0.51, 'accessibility': 0.86, 'best-practices': 0.96, 'seo': 0.75}, 'desktop': {'performance': 0.57, 'accessibility': 0.86, 'best-practices': 0.96, 'seo': 0.75}}","{'emails': {'info@sleepybearcoffee.ch'}, 'phones': {'+412161640'}}",True,True,True,{},25,1.996603
toriisushi.com,Torii Sushi,unknown,toriisushilaval,"{'mobile': {'performance': 0.78, 'accessibility': 0.8, 'best-practices': 1, 'seo': 0.92}, 'desktop': {'performance': 0.77, 'accessibility': 0.8, 'best-practices': 1, 'seo': 0.92}}","{'emails': {'info@toriisushi.com'}, 'phones': {'7450978-8848', '(450)978-8848'}}",True,True,True,{},15,0.541304
profilgrec.com,Profil Grec,unknown,profilgrec,"{'mobile': {'performance': 0.35, 'accessibility': 0.83, 'best-practices': 0.71, 'seo': 1}, 'desktop': {'performance': 0.36, 'accessibility': 0.83, 'best-practices': 0.71, 'seo': 1}}","{'emails': {'contact@profilgrec.com'}, 'phones': {'+33140380007', '+331403800'}}",True,True,True,{},30,0.274469
bistrobelge.ca,Bistro Des Bières Belges,unknown,unknown,"{'mobile': {'performance': 0.66, 'accessibility': 0.94, 'best-practices': 1, 'seo': 0.77}, 'desktop': {'performance': 0.68, 'accessibility': 0.94, 'best-practices': 1, 'seo': 0.77}}","{'emails': {'info@bistrobelge.ca'}, 'phones': {'450-465-06692088', '450-465-0669'}}",True,True,True,{},30,1.059966
montdor.ch,Domaine du Mont d'Or,unknown,domainedumontdor,"{'mobile': {'performance': 0.54, 'accessibility': 0.88, 'best-practices': 0.79, 'seo': 0.85}, 'desktop': {'performance': 0.51, 'accessibility': 0.88, 'best-practices': 0.79, 'seo': 0.85}}","{'emails': set(), 'phones': {'+41273462032', '+412734620'}}",True,True,True,{},0,0.538335
maitreglacier.com,Maitre Glacier,unknown,maitreglacier,"{'mobile': {'performance': 0.38, 'accessibility': 0.84, 'best-practices': 0.79, 'seo': 0.92}, 'desktop': {'performance': 0.47, 'accessibility': 0.84, 'best-practices': 0.79, 'seo': 0.92}}","{'emails': set(), 'phones': set()}",True,True,True,{},10,0.459105
cafemorgane.com,Café Morgane,unknown,cafemorgane,unknown,"{'emails': set(), 'phones': set()}",True,True,True,{},65,0.552357
quatresaisonsaujardin.com,Quatre Saisons Au Jardin,unknown,quatresaisonsaujardin,"{'mobile': {'performance': 0.31, 'accessibility': 0.8, 'best-practices': 0.61, 'seo': 0.92}, 'desktop': {'performance': 0.33, 'accessibility': 0.8, 'best-practices': 0.61, 'seo': 0.92}}","{'emails': set(), 'phones': set()}",True,True,True,{},30,0.514019
